Molecule ChEMBL ID,Smiles,Standard Value,AlogP,Molecular Weight
CHEMBL26703,O=C(N[C@@H](Cc1ccccc1)P(=O)(O)CC(Cc1ccccc1)C(=O)NC(Cc1c[nH]cn1)C(=O)O)OCc1ccccc1,10000.0,4.15,618.63
CHEMBL25341,O=C(O)CCNC(=O)C(Cc1ccccc1)CP(=O)(O)[C@H](Cc1ccccc1)NC(=O)OCc1ccccc1,2300.0,4.2,552.56
CHEMBL36753,CSCC[C@H](NC(=O)[C@H](CC#Cc1ccccc1F)NCP(=O)(O)O)C(=O)O,4060.0,0.98,432.41
CHEMBL288837,CC(C)C[C@H](NC(=O)[C@H](CC#Cc1ccccc1)NCP(=O)(O)O)C(=O)O,948.0,1.14,396.38
CHEMBL148840,O=C1N[C@H](C(=O)O)CCCCCc2cccc(c2)C[C@H]1CS,8.0,2.46,321.44
CHEMBL2024269,Cc1ccc(C[C@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](N)CCC(N)=O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCCNC(=N)N)C(=O)O)cc1,100000.0,-4.33,706.81
CHEMBL2022234,N=C(N)NCCC[C@H](NC(=O)[C@H](CO)NC(=O)[C@@H](Cc1ccc(F)cc1)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](N)CCC(N)=O)C(=O)O,100000.0,-4.5,710.77
CHEMBL329372,CC(C)[C@H](NCP(=O)(O)O)C(=O)N[C@@H](Cc1ccc(-c2ccccc2)cc1)C(=O)N1C[C@H](O)C[C@H]1C(=O)O,12.0,1.18,547.55
CHEMBL211450,CCC[C@@H](CC1(C(=O)Nc2nnc(C)s2)CCCC1)C(=O)O,286.0,3.24,325.43
CHEMBL224670,COCC[C@H](CC1(C(=O)NCCCc2ccc(F)cc2)CCCC1)C(=O)O,4.6,3.56,379.47
CHEMBL4535903,CCCCc1nc(Cl)c(CNC(=O)C(CS)CC(C)C)n1Cc1ccc(-c2ccccc2C(=O)O)cc1,63.1,6.5,542.15
CHEMBL4464191,CCCCc1nc(Cl)c(CNC(=O)[C@@H](CS)CC(C)C)n1Cc1ccc(-c2ccccc2C(=O)O)cc1,63.1,6.5,542.15
CHEMBL4454778,CCCCc1nc(CC)c(CNC(=O)[C@@H](CS)CC(C)C)n1Cc1ccc(-c2ccccc2C(=O)O)cc1,125.89,6.41,535.75
CHEMBL328030,CC(C)Oc1ccc(C[C@H](NC(=O)[C@@H](NCP(=O)(O)O)C(C)C)C(=O)O)cc1,9.0,1.34,416.41
CHEMBL378050,CCCC(CC1(C(=O)N[C@H](C)c2ccccc2)CCCC1)C(=O)O,530.0,4.32,331.46
CHEMBL5272027,CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nnn[n-]2)cc1)[C@H](C(=O)[O-])C(C)C.CCOC(=O)[C@H](C)C[C@@H](Cc1ccc(-c2ccccc2)cc1)NC(=O)CCC(=O)[O-].O.O.[Na+].[Na+].[Na+],5.0,,949.0
CHEMBL39828,O=C(O)[C@H](CC1CCCCC1)NC(=O)[C@H](CC#Cc1ccc(F)cc1F)NCP(=O)(O)O,2070.0,2.34,472.43
CHEMBL225084,COCC[C@H](CC1(C(=O)NC2(CO)Cc3ccccc3C2)CCCC1)C(=O)O,3.7,2.32,389.49
CHEMBL329666,O=C(O)[C@H](Cc1ccc(-c2ccccc2)cc1)NC(=O)C1(NCP(=O)(O)O)CCCC1,1000.0,2.5,446.44
CHEMBL4078112,CCC[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1C[C@@H](NC(=O)C[C@H](N)Cc2cc(F)c(F)cc2F)C[C@H]1C(=O)O,100000.0,2.38,606.64
CHEMBL329894,CC(C)[C@H](NCP(=O)(O)O)C(=O)N[C@@H](Cc1ccc(-c2ccccc2)cc1)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O,4.0,2.65,597.61
CHEMBL409920,CC(C)CN(C[C@H](O)C(=O)O)C(=O)N[C@@H](Cc1cccc2ccccc12)C(=O)O,9.0,1.95,402.45
CHEMBL367315,O=c1cc(N2CCOCC2)oc2ccccc12,100000.0,1.63,231.25
CHEMBL3677666,C[C@H](C[C@@H](Cc1ccc(-c2ccccc2)cc1)NC(=O)CC(C)(C)C(=O)O)C(=O)O,267.0,3.99,411.5
CHEMBL479579,CC(C)C[C@H](NP(=O)(O)O[C@@H]1O[C@@H](C)[C@H](O)[C@@H](O)[C@H]1O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,30.0,0.23,543.51
CHEMBL418959,O=C(O)[C@H](Cc1ccc(-c2ccccc2)cc1)NC(=O)[C@H](Cc1ccc(-c2ccccc2)cc1)NCP(=O)(O)O,20.0,4.47,558.57
CHEMBL366503,C[C@H](OCc1ccccc1)[C@H](NCP(=O)(O)O)C(=O)N[C@@H](Cc1ccc(-c2ccccc2)cc1)C(=O)O,1000.0,3.16,526.53
CHEMBL2029394,N=C(N)NCCC[C@H](NC(=O)[C@H](CO)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](N)CCCNC(=N)N)C(=O)O,180000.0,-3.39,564.65
CHEMBL150222,O=C1N[C@H](C(=O)O)CCCCc2ccccc2C[C@@H]1CS,0.9,2.07,307.42
CHEMBL326801,CC(=O)SCC(C)C(=O)NCc1ccccc1,20000.0,2.22,251.35
CHEMBL11607,CC(c1ccc(F)c(F)c1)C(CS)C(=O)NC(Cc1ccc(O)cc1)C(=O)O,5.2,3.13,409.45
CHEMBL299441,O=C(O)CCN1C(=O)[C@@H](NC(=O)[C@@H](S)Cc2ccccc2)CSc2ccccc21,2.2,2.63,430.55
CHEMBL28273,CCCCC(NC(=O)C(Cc1ccccc1)CP(=O)(O)[C@H](Cc1ccccc1)NC(=O)OCc1ccccc1)C(=O)O,300.0,5.37,594.65
CHEMBL402569,O=C(O)[C@H](Cc1ccc(O)cc1)NC(=O)N(CC1CCCCC1)C[C@H](O)C(=O)O,1540.0,1.43,408.45
CHEMBL24910,N=C(N)NCCCC(NC(=O)C(Cc1ccccc1)CP(=O)(O)[C@H](Cc1ccccc1)NC(=O)OCc1ccccc1)C(=O)O,800.0,3.44,637.67
CHEMBL282158,O=C(O)CNC(=O)C(Cc1ccccc1)CP(=O)(O)[C@H](Cc1ccccc1)NC(=O)OCc1ccccc1,900.0,3.81,538.54
CHEMBL423574,O=C1N[C@@H](C(=O)O)Cc2ccccc2CCCCCCC[C@@H]1CS,10000.0,3.24,349.5
CHEMBL25154,O=C(O)CCC(NC(=O)C(Cc1ccccc1)CP(=O)(O)[C@H](Cc1ccccc1)NC(=O)OCc1ccccc1)C(=O)O,3000.0,4.05,610.6
CHEMBL146573,O=C1N[C@H](C(=O)O)CCCCCCc2ccccc2C[C@H]1CS,27.0,2.85,335.47
CHEMBL92638,O=C(O)[C@H](Cc1ccc(-c2ccccc2)cc1)NC(=O)[C@@H](NCP(=O)(O)O)C1CCCCC1,34.0,3.14,474.49
CHEMBL433702,O=C1N[C@H](C(=O)O)Cc2ccccc2CCCCCCC[C@@H]1CS,900.0,3.24,349.5
CHEMBL149367,O=C1N[C@@H](C(=O)O)Cc2ccccc2CCCCCC[C@@H]1CS,136.0,2.85,335.47
CHEMBL2112402,O=C(N[C@H]1CCc2cccc3c2N(C1=O)[C@H](C(=O)O)C3)C(CS)Cc1ccc(-c2ccccc2)cc1,15.0,3.92,500.62
CHEMBL1778526,CC(C)CC[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N[C@@H](Cc1ccc(-c2ccccc2)cc1)C(=O)O,28.0,4.95,530.67
CHEMBL127545,Oc1ccccc1/C=C/c1ccc2ccccc2n1,100000.0,4.11,247.3
CHEMBL213944,CCCC(CC1(C(=O)Nc2ccc(=O)n(Cc3ccccc3)c2)CCCC1)C(=O)O,313.0,4.29,410.51
CHEMBL225085,COCC[C@H](CC1(C(=O)NCCCc2ccc(Cl)cc2)CCCC1)C(=O)O,5.4,4.08,395.93
CHEMBL37542,O=C(O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC#Cc1ccccc1F)NCP(=O)(O)O,1200.0,1.47,448.39
CHEMBL434492,COCCOC[C@H](CC1(C(=O)N[C@H]2CC[C@@H](C(=O)O)CC2)CCCC1)C(=O)O,7.8,2.06,399.48
CHEMBL1778532,COCC[C@H](NC1(C(=O)N[C@@H](Cc2ncc(-c3ccccc3)o2)C(=O)O)CCCC1)C(=O)O,0.3,1.85,459.5
CHEMBL1778530,CCC[C@H](NC1(C(=O)N[C@@H](Cc2ncc(-c3ccccc3)o2)C(=O)O)CCCC1)C(=O)O,0.6,2.61,443.5
CHEMBL1778534,COCC[C@H](NC1(C(=O)N[C@@H](Cc2ncc(-c3ccc(Cl)cc3)o2)C(=O)O)CCCC1)C(=O)O,0.3,2.5,493.94
CHEMBL299181,C[C@H](NC(=O)[C@@H](CS)Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)O,6.6,1.36,364.47
CHEMBL10436,O=P(O)(O)C(Cc1cccc2cccnc12)N[C@H](Cc1ccc(-c2ccccc2)cc1)c1nnn[nH]1,,4.03,500.5
CHEMBL4443691,CCCCc1nc(C)c(CNC(=O)[C@@H](S)CC(C)C)n1Cc1ccc(-c2ccccc2C(=O)O)cc1,0.631,5.91,507.7
CHEMBL37820,O=C(O)CC[C@@H](Cc1ccc(-c2ccccc2)cc1)C(=O)Nc1nc(CC(=O)O)cs1,122.0,4.1,438.51
CHEMBL346424,O=C1N[C@H](C(=O)O)CCCCc2ccccc2C[C@H]1CS,7.0,2.07,307.42
CHEMBL147755,O=C1N[C@H](C(=O)O)Cc2ccccc2CCCCCC[C@@H]1CS,67.0,2.85,335.47
CHEMBL357584,O=C1N[C@H](C(=O)O)CCCCCCc2cccc(c2)C[C@@H]1CS,4.0,2.85,335.47
CHEMBL422944,O=C(O)CN1C(=O)[C@@H](NC(=O)[C@H](S)Cc2ccccc2)CCc2ccccc21,14.0,2.08,398.48
CHEMBL147755,O=C1N[C@H](C(=O)O)Cc2ccccc2CCCCCC[C@@H]1CS,67.0,2.85,335.47
CHEMBL27880,O=C(N[C@@H](Cc1ccccc1)P(=O)(O)CC(Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)O)OCc1ccccc1,800.0,5.42,628.66
CHEMBL39777,O=C(O)[C@H](CC#Cc1ccccc1F)NC(=O)[C@H](CC#Cc1ccccc1F)NCP(=O)(O)O,6300.0,1.81,490.4
CHEMBL2022235,N=C(N)NCCC[C@H](NC(=O)[C@H](CO)NC(=O)[C@H](Cc1ccc(Cl)cc1)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](N)CCC(N)=O)C(=O)O,70000.0,-3.98,727.22
CHEMBL2022225,N=C(N)NCCC[C@H](NC(=O)[C@H](CO)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](N)CCC(N)=O)C(=O)O,30000.0,-4.64,692.78
CHEMBL289150,CC(C)C[C@H](NC(=O)[C@H](CC#Cc1ccc(F)cc1F)NCP(=O)(O)O)C(=O)O,6700.0,1.42,432.36
CHEMBL39812,O=C(O)[C@H](CC#Cc1ccc(F)cc1F)NCP(=O)(O)O,26000.0,0.88,319.2
CHEMBL290256,CC(C)C[C@H](NC(=O)[C@H](CC#Cc1ccccc1F)NCP(=O)(O)O)C(=O)O,8600.0,1.28,414.37
CHEMBL4090635,CCCC[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1C[C@@H](NC(=O)C[C@H](N)Cc2cc(F)c(F)cc2F)C[C@H]1C(=O)O,100000.0,2.77,620.67
CHEMBL40028,O=P(O)(O)CN[C@@H](CC#Cc1ccccc1F)c1nnn[nH]1,14.0,0.55,325.24
CHEMBL3695451,C[C@H](N[C@@H](Cc1ccc(-c2cccc(Cl)c2)cc1)C(=O)Nc1cc(O)no1)C(=O)O,2.4,3.31,429.86
CHEMBL37078,O=C(NCCc1ccc2ccccc2c1)[C@H](CC#Cc1ccc(F)cc1F)NCP(=O)(O)O,7000.0,3.31,472.43
CHEMBL3695450,C[C@H](N[C@@H](Cc1ccc(-c2ccccc2)cc1)C(=O)NC1=NNNN1)C(=O)O,11.0,0.33,382.42
CHEMBL2029398,N=C(N)NCCC[C@H](NC(=O)[C@H](CO)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H](N)Cc1ccccc1)C(=O)O,51000.0,-3.91,839.96
CHEMBL285619,O=P(O)(O)C(CCc1cccc2ccccc12)N[C@@H](Cc1ccc(-c2ccccc2)cc1)c1nnn[nH]1,5.0,5.03,513.54
CHEMBL211314,CCCC(CC1(C(=O)Nc2cc(C)ccn2)CCCC1)C(=O)O,2000.0,3.78,318.42
CHEMBL2111596,O=C(N[C@@H]1CCc2cccc3c2N(C1=O)[C@H](C(=O)O)C3)[C@@H](S)Cc1ccccc1,1000.0,2.0,410.5
CHEMBL204593,Cc1cc(S(=O)(=O)N[C@@H](C(=O)NO)C2CCOCC2)ccc1F,9400.0,0.71,346.38
CHEMBL273748,CC(c1ccccc1)C(CS)C(=O)NCC(=O)O,1.3,1.54,267.35
CHEMBL290698,O=P(O)(O)CN[C@@H](Cc1ccc(-c2ccccc2)cc1)c1nn[nH]n1,1.0,1.88,359.33
CHEMBL289348,CC(C[C@@H](Cc1ccc(-c2ccccc2)cc1)C(=O)Nc1nc(CC(=O)O)cs1)C(=O)O,58.0,4.35,452.53
CHEMBL301751,O=C(O)CCN1C(=O)[C@@H](NC(=O)[C@@H](S)Cc2ccccc2)COc2ccccc21,1.2,1.91,414.48
CHEMBL308333,CCCCC[C@H](CC(=O)NO)C(=O)N[C@H](C(=O)N1CCC[C@H]1CO)C(C)C,6700.0,1.2,385.51
CHEMBL267766,CCC(c1ccccc1)C(CS)C(=O)NC(Cc1ccc(O)cc1)C(=O)O,2.4,3.24,387.5
CHEMBL316595,O=C(O)[C@@H]1Cc2cccc3c2N1C(=O)C(NC(=O)C1(S)Cc2ccccc2C1)CC3,505.0,1.93,422.51
CHEMBL40168,O=C(NCCc1ccc(-c2ccccc2)cc1)[C@H](CC#Cc1ccc(F)cc1F)NCP(=O)(O)O,2500.0,3.83,498.47
CHEMBL3221959,COC(=O)C(CC(C)C)C(=O)N[C@@H](CO)C(=O)O,50118.72,-0.62,261.27
CHEMBL17107,O=C(O)CNC(=O)C(Cc1ccccc1)C(=O)NO,15.0,-0.45,266.25
CHEMBL52733,C[C@H]1Oc2ccccc2N(CCC(=O)O)C(=O)[C@H]1NC(=O)[C@@H](S)Cc1ccccc1,83.0,2.3,428.51
CHEMBL91218,C[C@H](NCP(=O)(O)O)C(=O)N[C@@H](Cc1ccc(-c2ccccc2)cc1)C(=O)O,1000.0,1.58,406.38
CHEMBL91399,Cc1ccccc1C[C@H](NCP(=O)(O)O)C(=O)N[C@@H](Cc1ccc(-c2ccccc2)cc1)C(=O)O,96.0,3.11,496.5
CHEMBL51576,O=C(O)CN1Cc2ccccc2C[C@H](NC(=O)[C@@H](S)Cc2ccccc2)C1=O,175.0,1.68,398.48
CHEMBL27273,CC(C)C(NC(=O)C(Cc1ccccc1)CP(=O)(O)[C@H](Cc1ccccc1)NC(=O)OCc1ccccc1)C(=O)O,100000.0,4.84,580.62
CHEMBL289130,O=C(O)C(COc1ccccc1)C[C@@H](Cc1ccc(-c2ccccc2)cc1)C(=O)Nc1nn[nH]n1,7.4,3.83,471.52
CHEMBL417034,O=C(O)CN1NCCC[C@H](NC(=O)[C@@H](S)Cc2ccccc2)C1=O,486.0,0.22,351.43
CHEMBL39887,O=C(O)[C@H](Cc1ccc2ccccc2c1)NC(=O)[C@H](CC#Cc1ccccc1F)NCP(=O)(O)O,1300.0,2.63,498.45
CHEMBL11236,CC(c1ccccc1)C(CS)C(=O)NC(COCc1ccccc1)C(=O)O,4.0,3.12,387.5
CHEMBL275690,CCCC(NC(=O)C(CS)C(C)c1ccccc1)C(=O)O,4.0,2.71,309.43
CHEMBL62417,CCCN1C(=O)CC[C@H](NC(=O)[C@@H](S)Cc2ccccc2)C(=O)N1CC(=O)O,1922.0,0.87,407.49
CHEMBL287971,CC(C)CCNC(=O)[C@H](CC#Cc1ccc(F)cc1F)NCP(=O)(O)O,23000.0,1.96,388.35
CHEMBL275222,O=P(O)(O)C(N[C@H](Cc1ccc(-c2ccccc2)cc1)c1nnn[nH]1)c1cccc2ccccc12,,4.77,485.48
CHEMBL3145346,O=C(O)CC(NC(=O)c1cc(=O)n(-c2ccccc2)[nH]1)c1cccc(Cl)c1Cl,60.0,3.42,420.25
CHEMBL6915,CCC(NC(=O)C(CS)C(C)c1ccccc1)C(=O)O,6.3,2.32,295.4
CHEMBL1422,N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F,100000.0,2.02,407.32
CHEMBL434208,CC(C)C[C@H](NC(=O)[C@H](CC#Cc1cccc(F)c1)NCP(=O)(O)O)C(=O)O,407.0,1.28,414.37
CHEMBL255568,CC(C)CN(C[C@H](O)C(=O)O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,8.0,1.28,391.42
CHEMBL209441,CCCC(CC1(C(=O)N(C)c2ccc(=O)n(Cc3ccccc3)c2)CCCC1)C(=O)O,10000.0,4.31,424.54
CHEMBL379312,CCCC(CC1(C(=O)Nc2ncccc2CC)CCCC1)C(=O)O,1710.0,4.03,332.44
CHEMBL378762,CCC[C@H](CC1(C(=O)Nc2nnc(C)s2)CCCC1)C(=O)O,114.0,3.24,325.43
CHEMBL211943,CCCC(CC1(C(=O)Nc2ccc(OC)nn2)CCCC1)C(=O)O,374.0,2.88,335.4
CHEMBL42583,CS(=O)(=O)N[C@@H](CCCCN)C(=O)NC[C@H](CC1(C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)O)CCCC1)C(=O)O,8.0,0.32,584.69
CHEMBL305108,O=C(N[C@H]1CCC(=O)N2CC[C@@H](C(=O)O)N2C1=O)[C@@H](S)Cc1ccccc1,140.0,0.24,391.45
CHEMBL37052,O=C(O)[C@H](Cc1ccc(-c2ccccc2)cc1)NC(=O)[C@H](CC#Cc1ccccc1F)NCP(=O)(O)O,250.0,3.14,524.49
CHEMBL329464,O=C(O)[C@H](Cc1ccc(-c2ccccc2)cc1)NC(=O)[C@H](Cc1ccc(Cl)cc1)NCP(=O)(O)O,338.0,3.46,516.92
CHEMBL192441,CC(C)OC(=O)N1C[C@H](S)CC1CNCc1cc(F)ccc1F,100000.0,2.97,344.43
CHEMBL2029397,C[C@@H](O)[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](N)CCC(N)=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)O,100000.0,-4.25,706.81
CHEMBL1829587,O=C(O)[C@H](CCc1ccccc1)N[C@@H](Cc1ccc(-c2ccccc2)cc1)C(=O)O,420.0,4.02,403.48
CHEMBL196902,O=C(O)CCNC(=O)C(CS)Cc1ccccc1,9.4,1.37,267.35
CHEMBL50315,O=C(O)CN1C(=O)[C@H](NC(=O)[C@@H](S)Cc2ccccc2)CCc2ccccc21,560.0,2.08,398.48
CHEMBL10247,O=C(O)CNC(=O)C(CS)Cc1ccccc1,1.0,0.98,253.32
CHEMBL1829585,C[C@@H](CNC(=O)[C@H](Cc1ccc(-c2ccccc2)cc1)N[C@@H](CCc1ccccc1)C(=O)O)C(=O)O,0.51,3.78,488.58
CHEMBL3677663,C[C@H](C[C@@H](Cc1ccc(-c2ccccc2)cc1)NC(=O)c1cc(C(=O)O)ncn1)C(=O)O,1.0,3.29,433.46
CHEMBL26814,O=C(O)CC(NC(=O)C(Cc1ccccc1)CP(=O)(O)[C@H](Cc1ccccc1)NC(=O)OCc1ccccc1)C(=O)O,800.0,3.66,596.57
CHEMBL3633455,CC(=O)N[C@H]1[C@@H](O[C@H](C)[C@H](NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](N)CCC(N)=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)O)O[C@H](CO)[C@@H](O)[C@@H]1O,100000.0,-6.28,910.0
CHEMBL377618,CCCC(CC1(C(=O)NCc2nnc(C)s2)CCCC1)C(=O)O,700.0,2.91,339.46
CHEMBL379935,CCCC(CC1(C(=O)Nc2nnc(Cc3ccccc3)s2)CCCC1)C(=O)O,30.0,4.52,401.53
CHEMBL213964,CCCC(CC1(C(=O)Nc2nnc(CC(C)C)s2)CCCC1)C(=O)O,124.0,4.13,367.52
CHEMBL4474653,O=C(O)CCC(=O)N[C@@H](CC(=O)O)Cc1ccc(-c2ccccc2Cl)cc1,8.0,3.37,389.84
CHEMBL4568947,O=C(O)CCC(=O)N[C@@H](CC(=O)O)Cc1ccc(-c2cccc([N+](=O)[O-])c2)cc1,26.0,2.63,400.39
CHEMBL4459630,O=C(O)CCC(=O)N[C@@H](CC(=O)O)Cc1ccc(-c2cc(F)cc(Cl)c2)cc1,54.0,3.51,407.83
CHEMBL2171392,Cc1ccccc1[C@H](CC(=O)O)NC(=O)c1cc(OC[C@H](O)C(C)(C)C)n(-c2ccccc2F)n1,1000.0,4.05,483.54
CHEMBL4548017,COc1c(Cl)cccc1-c1ccc(C[C@H](CC(=O)O)NC(=O)CCC(=O)O)cc1,4182.0,3.38,419.86
CHEMBL3145333,O=C(O)CC(NC(=O)c1cc(=O)n(-c2ccc(Cl)cc2)[nH]1)c1cc(Cl)ccc1Cl,300.0,4.07,454.7
CHEMBL423574,O=C1N[C@@H](C(=O)O)Cc2ccccc2CCCCCCC[C@@H]1CS,10000.0,3.24,349.5
CHEMBL1794047,C[C@H](O)[C@@H](NC(=O)C(Cc1ccccc1)CP(=O)(O)[C@H](Cc1ccccc1)NC(=O)OCc1ccccc1)C(=O)O,100000.0,3.56,582.59
CHEMBL3890914,O=C(O)C[C@@H](Cc1ccc(-c2cc(Cl)ccc2F)cc1)NC(=O)CCP(=O)(O)O,0.11,3.22,443.8
CHEMBL27111,NCCCCC(NC(=O)C(Cc1ccccc1)CP(=O)(O)[C@H](Cc1ccccc1)NC(=O)OCc1ccccc1)C(=O)O,100000.0,4.31,609.66
CHEMBL357311,O=C1N[C@H](C(=O)O)CCCCCc2ccccc2C[C@H]1CS,4.0,2.46,321.44
CHEMBL3633450,N=C(N)NCCC[C@H](NC(=O)[C@@H](N)CCC(N)=O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCCCN)C(=O)O,35000.0,-3.77,664.76
CHEMBL39997,O=C(NCCc1ccccc1)[C@H](CC#Cc1ccccc1F)NCP(=O)(O)O,19000.0,2.02,404.38
CHEMBL66481,O=C(N[C@H]1CCC(=O)N2CCC[C@@H](C(=O)O)N2C1=O)[C@@H](S)Cc1ccccc1,16.0,0.63,405.48
CHEMBL10055,O=P(O)(O)C(Cc1cccc2c1OCO2)N[C@H](Cc1ccc(-c2ccccc2)cc1)c1nnn[nH]1,,3.22,493.46
CHEMBL10247,O=C(O)CNC(=O)C(CS)Cc1ccccc1,1.3,0.98,253.32
CHEMBL327799,C[C@H](O)[C@H](NCP(=O)(O)O)C(=O)N[C@@H](Cc1ccc(-c2ccccc2)cc1)C(=O)O,1000.0,0.94,436.4
CHEMBL3221955,COC(=O)[C@@H](CC(=O)N[C@@H](CO)C(=O)O)CC(C)C,1000000.0,-0.23,275.3
CHEMBL319744,O=C(NC1CCc2cccc3c2N(C1=O)[C@H](C(=O)O)C3)[C@@H](S)Cc1ccc(-c2ccccc2)cc1,1000.0,3.67,486.59
CHEMBL54036,O=C(O)CN1C(=O)[C@@H](NC(=O)[C@@H](S)Cc2ccccc2)COc2ccccc21,3.1,1.52,400.46
CHEMBL420253,O=C(O)[C@H](Cc1ccc(-c2ccccc2)cc1)NC(=O)[C@H](Cc1ccc(O)cc1)NCP(=O)(O)O,226.0,2.51,498.47
CHEMBL415932,CC(C)C[C@H](S)C(=O)N[C@H]1CCc2ccccc2N(CC(=O)O)C1=O,7.0,1.88,364.47
CHEMBL28153,O=C(O)CC[C@@H](NC(=O)C(Cc1ccccc1)CP(=O)(O)[C@H](Cc1ccccc1)NC(=O)OCc1ccccc1)C(=O)O,100000.0,4.05,610.6
CHEMBL3221965,CC(C)C[C@@H](CC(=O)O)C(=O)N[C@@H](CO)C(=O)O,63.1,-0.31,261.27
CHEMBL2029397,C[C@@H](O)[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](N)CCC(N)=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)O,100000.0,-4.25,706.81
CHEMBL3633449,N=C(N)NCCC[C@H](NC(=O)[C@H](CO)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCCCN)NC(=O)[C@@H](N)CCC(N)=O)C(=O)O,50000.0,-3.77,664.76
CHEMBL3633454,CC(=O)N[C@H]1[C@H](OC[C@H](NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](N)CCC(N)=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)O)O[C@H](CO)[C@@H](O)[C@@H]1O,100000.0,-6.67,895.97
CHEMBL268761,O=P(O)(O)C(Cc1cccc2cccnc12)N[C@@H](Cc1ccc(-c2ccccc2)cc1)c1nnn[nH]1,1.46,4.03,500.5
CHEMBL3677669,C[C@H](C[C@@H](Cc1ccc(-c2ccccc2)cc1)NC(=O)NCC(=O)O)C(=O)O,93.0,2.76,384.43
CHEMBL3677670,C[C@H](C[C@@H](Cc1ccc(-c2ccccc2)cc1)NC(=O)n1ccc(C(=O)O)n1)C(=O)O,142.0,3.53,421.45
CHEMBL50480,C[C@H](S)C(=O)N[C@H]1CCc2ccccc2N(CC(=O)O)C1=O,1850.0,0.85,322.39
CHEMBL273672,CC(c1ccc(N)cc1)C(CS)C(=O)NC(Cc1ccc(O)cc1)C(=O)O,16.0,2.44,388.49
CHEMBL299639,O=C(O)CN1C(=O)[C@@H](NC(=O)[C@@H](S)Cc2ccccc2)CCc2ccccc21,6.0,2.08,398.48
CHEMBL9963,O=P(O)(O)C(Cc1cccc2ccccc12)N[C@H](Cc1ccc(-c2ccccc2)cc1)c1nnn[nH]1,8.8,4.64,499.51
CHEMBL193490,O=C(S[C@@H]1C[C@@H](COCc2cc(F)c(F)cc2F)N(C(=O)Oc2cccc3c2OCCO3)C1)c1ccccc1,100000.0,5.61,559.56
CHEMBL2171393,CC(C)(C)[C@@H](O)COc1cc(C(=O)N[C@@H](CC(=O)O)c2ccc(Cl)cc2Cl)nn1-c1ccccc1F,1000.0,5.05,538.4
CHEMBL212409,CCCC(CC1(NC(=O)C2Cc3ccccc3C2)CCCC1)C(=O)O,3000.0,3.72,343.47
CHEMBL290332,O=C(NCCCc1ccccc1)[C@H](CC#Cc1ccc(F)cc1F)NCP(=O)(O)O,640.0,2.55,436.4
CHEMBL329474,O=C(NC1CCc2cccc3c2N(C1=O)[C@H](C(=O)O)C3)[C@@H](S)C1CCCCC1,1000.0,2.34,402.52
CHEMBL257416,CCC(CC)CN(C[C@H](O)C(=O)O)C(=O)N[C@@H](Cc1ccc2ccccc2c1)C(=O)O,36.0,2.73,430.5
CHEMBL65545,O=C(N[C@H]1CCCN2CCC[C@@H](C(=O)O)N2C1=O)[C@@H](S)Cc1ccccc1,3.0,1.1,391.49
CHEMBL357311,O=C1N[C@H](C(=O)O)CCCCCc2ccccc2C[C@H]1CS,4.0,2.46,321.44
